id,attn1,attn2,practice_sim_1,practice_sim_2,practice_sim_3,practice_sim_4,pair,rating_num,order,q1,q2,q1_program,q2_program,q1_standard,q2_standard,similarity
30,1,1,1,1,4,4,45,10,21,How many monsters have a plural amount of legs?,Does the red monster have a circle head?,(++ (map (lambda x0 (> (legs x0) 1)) (set b r p))),(== (shape r) Circle),How many monsters have more than one leg?,Does the red monster have a circle head?,1
30,1,1,1,1,4,4,51,11,21,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,3
30,1,1,1,1,4,4,58,12,21,Does the purple one have one leg?,How many monsters have square heads?,(== (legs p) 1),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),Does the purple monster have one leg?,How many monsters have a square head?,1
30,1,1,1,1,4,4,88,13,21,What is the shape of the red monster's head?,Does the red monster have three legs?,(shape r),(== (legs r) 3),What shape is the red monster's head?,Does the red monster have three legs?,1
30,1,1,1,1,4,4,71,14,21,Are the purple and blue monsters head the same shape?,Is the blue monsters head the same shape as the purple monster's head?,(== (shape p) (shape b)),(== (shape b) (shape p)),Is the purple monster's head the same shape as the blue monster's head?,Is the blue monster's head the same shape as the purple monster's head?,6
30,1,1,1,1,4,4,100,15,21,Does the purple monster have two legs?,What shape is the red monsters head?,(== (legs p) 2),(shape r),Does the purple monster have two legs?,What shape is the red monster's head?,1
31,1,1,1,1,1,2,51,1,21,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,1
31,1,1,1,1,1,2,42,2,21,What is the shape of the red monster's head?,Does the purple monster have two feet?,(shape r),(== (legs p) 2),What shape is the red monster's head?,Does the purple monster have two legs?,1
31,1,1,1,1,1,2,69,3,12,Does the purple monster have two legs?,How many legs do all the monsters have combined?,(== (legs p) 2),(++ (map (lambda x0 (legs x0)) (set b r p))),Does the purple monster have two legs?,How many legs do all the monsters have combined together?,2
31,1,1,1,1,1,2,74,4,21,How many legs does the purple monster have?,Does the purple monster have two legs?,(legs p),(== (legs p) 2),How many legs does the purple monster have?,Does the purple monster have two legs?,5
31,1,1,1,1,1,2,47,5,12,How many of them have square heads?,Do any of them have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),How many monsters have a square head?,Do any of the monsters have three legs?,1
31,1,1,1,1,1,2,13,6,12,How many legs does the blue monster have?,What are the shapes of the red monsters head?,(legs b),(shape r),How many legs does the blue monster have?,What shape is the red monster's head?,1
31,1,1,1,1,1,2,22,7,21,How many legs are in the box?,How many legs does the purple monster have?,(++ (map (lambda x0 (legs x0)) (set b r p))),(legs p),How many legs do all the monsters have combined together?,How many legs does the purple monster have?,4
31,1,1,1,1,1,2,18,8,21,How many monsters have three legs?,Do all monsters with three legs have square heads?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),How many monsters have three legs?,Do all the three-legged monsters have a square head?,4
31,1,1,1,1,1,2,80,9,21,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,1
31,1,1,1,1,1,2,36,10,12,Do they both have circle heads?,Do all the monsters have a circle head?,(and (== (shape b) Circle) (== (shape r) Circle)),(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do the blue monster and the red monster both have a circle head?,Do all the monsters have a circle head?,5
31,1,1,1,1,1,2,20,11,21,How many monsters have circle heads?,How many of the monsters have two legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),How many monsters have a circle head?,How many monsters have two legs?,1
31,1,1,1,1,1,2,83,12,12,How many monsters have two legs?,Are the red and purple the same head shape?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(== (shape r) (shape p)),How many monsters have two legs?,Is the red monster's head the same shape as the purple monster's head?,1
31,1,1,1,1,1,2,4,13,21,How many legs does the purple monster have?,How many legs does the blue monster have?,(legs p),(legs b),How many legs does the purple monster have?,How many legs does the blue monster have?,4
31,1,1,1,1,1,2,89,14,21,How many legs does the red monster have?,What shape head does the purple monster have?,(legs r),(shape p),How many legs does the red monster have?,What shape is the purple monster's head?,1
31,1,1,1,1,1,2,66,15,12,Does any of the monsters have circle heads?,Does they all have the same number of legs?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),Do any of the monsters have a circle head?,Do all the monsters have the same number of legs?,1
32,1,1,1,1,3,4,41,1,12,How many monsters have circle heads?,How many square heads are there?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,4
32,1,1,1,1,3,4,57,2,12,Does the purple monster have three legs?,How many monsters have square heads?,(== (legs p) 3),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),Does the purple monster have three legs?,How many monsters have a square head?,1
32,1,1,1,1,3,4,96,3,21,How many monsters have circle heads?,How many monsters have the a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,5
32,1,1,1,1,3,4,35,4,12,Is the purple head a square?,Does the blue monster have more legs than the purple monster?,(== (shape p) Square),(> (legs b) (legs p)),Does the purple monster have a square head?,Does the blue monster have more legs than the purple monster?,1
32,1,1,1,1,3,4,10,5,21,Does the purple monster have a square head?,Do any two adjacent monsters have the same head shape or leg count?,(== (shape p) Square),(or (or (== (legs r) (legs p)) (== (shape r) (shape p))) (or (== (legs p) (legs b)) (== (shape p) (shape b)))),Does the purple monster have a square head?,Does either the red monster or blue monster have the same number of legs or head shape as the purple monster?,2
32,1,1,1,1,3,4,91,6,21,Do all the monsters have the same shape head?,Is the red one circle?,(=== (map (lambda x0 (shape x0)) (set b r p))),(== (shape r) Circle),Do all the monsters have the same head shape?,Does the red monster have a circle head?,2
32,1,1,1,1,3,4,54,7,12,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,1
32,1,1,1,1,3,4,71,8,12,Are the purple and blue monsters head the same shape?,Is the blue monsters head the same shape as the purple monster's head?,(== (shape p) (shape b)),(== (shape b) (shape p)),Is the purple monster's head the same shape as the blue monster's head?,Is the blue monster's head the same shape as the purple monster's head?,6
32,1,1,1,1,3,4,97,9,12,How many legs does the purple monster have?,What head does a red monster have?,(legs p),(shape r),How many legs does the purple monster have?,What shape is the red monster's head?,1
32,1,1,1,1,3,4,11,10,12,What shape is the blue monster's head?,How many monsters have two legs?,(shape b),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),What shape is the blue monster's head?,How many monsters have two legs?,1
32,1,1,1,1,3,4,73,11,12,Does the red monster have the same head as the purple monster?,How many monsters have one leg?,(== (shape r) (shape p)),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),Is the red monster's head the same shape as the purple monster's head?,How many monsters have one leg?,1
32,1,1,1,1,3,4,1,12,12,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,3
32,1,1,1,1,3,4,30,13,21,How many legs does the blue monster have?,Does the purple monster have less than three legs?,(legs b),(< (legs p) 3),How many legs does the blue monster have?,Does the purple monster have less than three legs?,4
32,1,1,1,1,3,4,52,14,12,How many legs does the purple monster have?,Do the red and blue monster's have the same shape head as the purple monster?,(legs p),(=== (map (lambda x0 (shape x0)) (set b r p))),How many legs does the purple monster have?,Do all the monsters have the same head shape?,1
32,1,1,1,1,3,4,76,15,12,Do all of the monsters have a different number of legs?,Does the blue and purple monsters have each two legs?,(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(and (== (legs b) 2) (== (legs p) 2)),Do all the monsters have a different number of legs?,Do the blue monster and the purple monster both have two legs?,4
33,1,1,1,1,5,4,33,1,21,How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,(++ (map (lambda x0 (== (legs x0) (legs p))) (set b r p))),(== (legs r) 1),How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,4
33,1,1,1,1,5,4,60,2,21,Does any of them have two legs?,How many legs does the purple monster have?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(legs p),Do any of the monsters have two legs?,How many legs does the purple monster have?,4
33,1,1,1,1,5,4,9,3,12,Does the red monster have a square head?,Do the monsters all have one leg?,(== (shape r) Square),(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),Does the red monster have a square head?,Do all the monsters have one leg?,2
33,1,1,1,1,5,4,43,4,12,What shape is the purple monsters head?,Which shape is the blue monster's head?,(shape p),(shape b),What shape is the purple monster's head?,What shape is the blue monster's head?,6
33,1,1,1,1,5,4,92,5,12,Do all monsters with two legs have a circle heads?,How many monsters have two legs?,(all (map (lambda x0 (== (shape x0) Circle)) (legsObjects 2))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),Do all the two-legged monsters have a circle head?,How many monsters have two legs?,4
33,1,1,1,1,5,4,52,6,12,How many legs does the purple monster have?,Do the red and blue monster's have the same shape head as the purple monster?,(legs p),(=== (map (lambda x0 (shape x0)) (set b r p))),How many legs does the purple monster have?,Do all the monsters have the same head shape?,1
33,1,1,1,1,5,4,45,7,12,How many monsters have a plural amount of legs?,Does the red monster have a circle head?,(++ (map (lambda x0 (> (legs x0) 1)) (set b r p))),(== (shape r) Circle),How many monsters have more than one leg?,Does the red monster have a circle head?,2
33,1,1,1,1,5,4,64,8,21,How many monsters have one leg?,How many monsters in the box have a round head?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have one leg?,How many monsters have a circle head?,4
33,1,1,1,1,5,4,56,9,12,What is the red monster's head shape is it a circle or a square?,How many monsters have three legs?,(shape r),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),What shape is the red monster's head?,How many monsters have three legs?,2
33,1,1,1,1,5,4,22,10,21,How many legs are in the box?,How many legs does the purple monster have?,(++ (map (lambda x0 (legs x0)) (set b r p))),(legs p),How many legs do all the monsters have combined together?,How many legs does the purple monster have?,4
33,1,1,1,1,5,4,25,11,21,Are the heads and legs all the same?,How many legs does the purple monster have?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(legs p),Do all the monsters have the same number of legs and the same head shape?,How many legs does the purple monster have?,4
33,1,1,1,1,5,4,94,12,21,How many legs does the purple monster have?,How many monsters have square heads?,(legs p),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the purple monster have?,How many monsters have a square head?,4
33,1,1,1,1,5,4,81,13,12,Does the purple monster have three legs?,Does the red monster have a square head and three legs?,(== (legs p) 3),(and (== (legs r) 3) (== (shape r) Square)),Does the purple monster have three legs?,Does the red monster have three legs and a square head?,5
33,1,1,1,1,5,4,74,14,21,How many legs does the purple monster have?,Does the purple monster have two legs?,(legs p),(== (legs p) 2),How many legs does the purple monster have?,Does the purple monster have two legs?,6
33,1,1,1,1,5,4,93,15,12,How many monsters have one leg?,How many square heads are there in all?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have one leg?,How many monsters have a square head?,3
34,1,1,1,2,2,5,91,1,21,Do all the monsters have the same shape head?,Is the red one circle?,(=== (map (lambda x0 (shape x0)) (set b r p))),(== (shape r) Circle),Do all the monsters have the same head shape?,Does the red monster have a circle head?,1
34,1,1,1,2,2,5,98,2,12,How many monsters have a circle head with more than one leg?,Does the red monster have three legs?,(++ (map (lambda x0 (and (> (legs x0) 1) (== (shape x0) Circle))) (set b r p))),(== (legs r) 3),How many monsters have more than one leg and a circle head?,Does the red monster have three legs?,5
34,1,1,1,2,2,5,54,3,12,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,2
34,1,1,1,2,2,5,17,4,21,How many legs in total do all three monsters have combined?,Do the red monster and blue monster have the same shape of heads?,(++ (map (lambda x0 (legs x0)) (set b r p))),(== (shape r) (shape b)),How many legs do all the monsters have combined together?,Is the red monster's head the same shape as the blue monster's head?,1
34,1,1,1,2,2,5,33,5,21,How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,(++ (map (lambda x0 (== (legs x0) (legs p))) (set b r p))),(== (legs r) 1),How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,5
34,1,1,1,2,2,5,7,6,21,Do most of the monsters in the box have square or round heads?,Does the blue monster have a square head?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(== (shape b) Square),Are there more monsters with square heads or circle heads?,Does the blue monster have a square head?,6
34,1,1,1,2,2,5,80,7,21,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,2
34,1,1,1,2,2,5,38,8,21,What kind of head does the purple monster have?,Do any of the monsters have two legs?,(shape p),(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),What shape is the purple monster's head?,Do any of the monsters have two legs?,1
34,1,1,1,2,2,5,79,9,21,How many square heads are there?,Does the red monster have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (shape r) Square),How many monsters have a square head?,Does the red monster have a square head?,5
34,1,1,1,2,2,5,96,10,12,How many monsters have circle heads?,How many monsters have the a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,5
34,1,1,1,2,2,5,59,11,12,What shape is the red monster's head?,Do the red and blue monsters have the same head shape as the purple monster?,(shape r),(=== (map (lambda x0 (shape x0)) (set b r p))),What shape is the red monster's head?,Do all the monsters have the same head shape?,5
34,1,1,1,2,2,5,15,12,21,Does the red monster have three legs?,Do the blue and purple monsters have the same shape head as the red monster?,(== (legs r) 3),(=== (map (lambda x0 (shape x0)) (set b r p))),Does the red monster have three legs?,Do all the monsters have the same head shape?,1
34,1,1,1,2,2,5,16,13,21,How many monsters have square heads?,Do all the monsters have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),How many monsters have a square head?,Do all the monsters have the same number of legs?,2
34,1,1,1,2,2,5,48,14,21,"Does the purple one have one leg, and the blue one have a square head, and and it has two legs and the red one has a circle head and it has three legs?",How many monsters have two legs?,(and (and (and (== (legs b) 2) (== (shape b) Square)) (and (== (legs r) 3) (== (shape r) Circle))) (== (legs p) 1)),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),"Does the blue monster have two legs and a square head, the red monster have three legs and a circle head, and the purple monster have one leg?",How many monsters have two legs?,5
34,1,1,1,2,2,5,13,15,12,How many legs does the blue monster have?,What are the shapes of the red monsters head?,(legs b),(shape r),How many legs does the blue monster have?,What shape is the red monster's head?,1
35,1,1,1,1,5,6,19,1,12,Hoe many monsters have round heads?,Does the blue and purple monster have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(== (legs b) (legs p)),How many monsters have a circle head?,Does the blue monster have the same number of legs as the purple monster?,1
35,1,1,1,1,5,6,50,2,12,How many monsters have heads that are squares?,How many circle heads are there?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have a square head?,How many monsters have a circle head?,5
35,1,1,1,1,5,6,13,3,12,How many legs does the blue monster have?,What are the shapes of the red monsters head?,(legs b),(shape r),How many legs does the blue monster have?,What shape is the red monster's head?,2
35,1,1,1,1,5,6,27,4,21,Do all of the monsters have three legs?,What kind of head is the blue monster?,(all (map (lambda x0 (== (legs x0) 3)) (set b r p))),(shape b),Do all the monsters have three legs?,What shape is the blue monster's head?,1
35,1,1,1,1,5,6,93,5,21,How many monsters have one leg?,How many square heads are there in all?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have one leg?,How many monsters have a square head?,2
35,1,1,1,1,5,6,45,6,21,How many monsters have a plural amount of legs?,Does the red monster have a circle head?,(++ (map (lambda x0 (> (legs x0) 1)) (set b r p))),(== (shape r) Circle),How many monsters have more than one leg?,Does the red monster have a circle head?,2
35,1,1,1,1,5,6,51,7,21,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,4
35,1,1,1,1,5,6,79,8,12,How many square heads are there?,Does the red monster have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (shape r) Square),How many monsters have a square head?,Does the red monster have a square head?,5
35,1,1,1,1,5,6,54,9,12,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,2
35,1,1,1,1,5,6,3,10,21,Do all of the monsters have circle heads?,What shape is the blue monsters head?,(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(shape b),Do all the monsters have a circle head?,What shape is the blue monster's head?,5
35,1,1,1,1,5,6,25,11,21,Are the heads and legs all the same?,How many legs does the purple monster have?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(legs p),Do all the monsters have the same number of legs and the same head shape?,How many legs does the purple monster have?,3
35,1,1,1,1,5,6,40,12,21,How many monsters have one or two legs?,How many square head monsters are there?,(++ (map (lambda x0 (or (== (legs x0) 1) (== (legs x0) 2))) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have one or two legs?,How many monsters have a square head?,1
35,1,1,1,1,5,6,60,13,12,Does any of them have two legs?,How many legs does the purple monster have?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(legs p),Do any of the monsters have two legs?,How many legs does the purple monster have?,4
35,1,1,1,1,5,6,76,14,12,Do all of the monsters have a different number of legs?,Does the blue and purple monsters have each two legs?,(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(and (== (legs b) 2) (== (legs p) 2)),Do all the monsters have a different number of legs?,Do the blue monster and the purple monster both have two legs?,4
35,1,1,1,1,5,6,34,15,12,Do the red and blue monsters have a circle head?,Does the blue monster have more legs than the purple monster?,(and (== (shape r) Circle) (== (shape b) Circle)),(> (legs b) (legs p)),Do the red monster and the blue monster both have a circle head?,Does the blue monster have more legs than the purple monster?,1
36,1,1,1,1,5,3,33,1,21,How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,(++ (map (lambda x0 (== (legs x0) (legs p))) (set b r p))),(== (legs r) 1),How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,3
36,1,1,1,1,5,3,68,2,12,Does any of the monsters have a square head?,Are all the heads the same?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),Do any of the monsters have a square head?,Do all the monsters have the same head shape?,3
36,1,1,1,1,5,3,100,3,21,Does the purple monster have two legs?,What shape is the red monsters head?,(== (legs p) 2),(shape r),Does the purple monster have two legs?,What shape is the red monster's head?,1
36,1,1,1,1,5,3,39,4,12,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,2
36,1,1,1,1,5,3,8,5,12,How many legs does the blue monster have?,How many monsters have a square head?,(legs b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the blue monster have?,How many monsters have a square head?,2
36,1,1,1,1,5,3,29,6,21,How many monsters have circle heads?,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,5
36,1,1,1,1,5,3,74,7,12,How many legs does the purple monster have?,Does the purple monster have two legs?,(legs p),(== (legs p) 2),How many legs does the purple monster have?,Does the purple monster have two legs?,5
36,1,1,1,1,5,3,5,8,12,What's the blue monster head shape?,How many monsters have square heads?,(shape b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),What shape is the blue monster's head?,How many monsters have a square head?,3
36,1,1,1,1,5,3,20,9,21,How many monsters have circle heads?,How many of the monsters have two legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),How many monsters have a circle head?,How many monsters have two legs?,2
36,1,1,1,1,5,3,83,10,21,How many monsters have two legs?,Are the red and purple the same head shape?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(== (shape r) (shape p)),How many monsters have two legs?,Is the red monster's head the same shape as the purple monster's head?,1
36,1,1,1,1,5,3,95,11,21,Do the square headed monsters have more than one leg?,Do any of the monsters have a circle head?,(all (map (lambda x0 (> (legs x0) 1)) (shapeObjects Square))),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the square-headed monsters have more than one leg?,Do any of the monsters have a circle head?,2
36,1,1,1,1,5,3,59,12,21,What shape is the red monster's head?,Do the red and blue monsters have the same head shape as the purple monster?,(shape r),(=== (map (lambda x0 (shape x0)) (set b r p))),What shape is the red monster's head?,Do all the monsters have the same head shape?,3
36,1,1,1,1,5,3,75,13,12,Do the red and blue monsters have the same shape of the head?,Do any of the monsters have three legs?,(== (shape r) (shape b)),(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),Is the red monster's head the same shape as the blue monster's head?,Do any of the monsters have three legs?,2
36,1,1,1,1,5,3,54,14,12,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,1
36,1,1,1,1,5,3,16,15,21,How many monsters have square heads?,Do all the monsters have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),How many monsters have a square head?,Do all the monsters have the same number of legs?,2
37,1,1,1,1,5,4,65,1,21,How many monsters have a circle head?,How many legs does the purple monster have?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(legs p),How many monsters have a circle head?,How many legs does the purple monster have?,1
37,1,1,1,1,5,4,37,2,12,Do the blue and purple monsters have more than one leg?,Does the purple monster have three legs?,(and (> (legs b) 1) (> (legs p) 1)),(== (legs p) 3),Do the blue monster and the purple monster both have more than one leg?,Does the purple monster have three legs?,5
37,1,1,1,1,5,4,35,3,21,Is the purple head a square?,Does the blue monster have more legs than the purple monster?,(== (shape p) Square),(> (legs b) (legs p)),Does the purple monster have a square head?,Does the blue monster have more legs than the purple monster?,1
37,1,1,1,1,5,4,70,4,12,Does the purple monster have a square head?,Is the purple monster one leg?,(== (shape p) Square),(== (legs p) 1),Does the purple monster have a square head?,Does the purple monster have one leg?,2
37,1,1,1,1,5,4,33,5,21,How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,(++ (map (lambda x0 (== (legs x0) (legs p))) (set b r p))),(== (legs r) 1),How many monsters have the same number of legs as the purple monster?,Does the red monster have one leg?,4
37,1,1,1,1,5,4,12,6,21,Does the red monster have one leg?,How many legs does the purple monster have?,(== (legs r) 1),(legs p),Does the red monster have one leg?,How many legs does the purple monster have?,4
37,1,1,1,1,5,4,19,7,21,Hoe many monsters have round heads?,Does the blue and purple monster have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(== (legs b) (legs p)),How many monsters have a circle head?,Does the blue monster have the same number of legs as the purple monster?,1
37,1,1,1,1,5,4,81,8,12,Does the purple monster have three legs?,Does the red monster have a square head and three legs?,(== (legs p) 3),(and (== (legs r) 3) (== (shape r) Square)),Does the purple monster have three legs?,Does the red monster have three legs and a square head?,5
37,1,1,1,1,5,4,96,9,21,How many monsters have circle heads?,How many monsters have the a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,6
37,1,1,1,1,5,4,73,10,21,Does the red monster have the same head as the purple monster?,How many monsters have one leg?,(== (shape r) (shape p)),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),Is the red monster's head the same shape as the purple monster's head?,How many monsters have one leg?,1
37,1,1,1,1,5,4,51,11,12,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,2
37,1,1,1,1,5,4,55,12,12,How many monsters have circle heads?,Does the red monster have a square head and the purple monster a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (shape r) Square) (== (shape p) Circle)),How many monsters have a circle head?,Does the red monster have a square head and the purple monster have a circle head?,4
37,1,1,1,1,5,4,83,13,21,How many monsters have two legs?,Are the red and purple the same head shape?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(== (shape r) (shape p)),How many monsters have two legs?,Is the red monster's head the same shape as the purple monster's head?,1
37,1,1,1,1,5,4,64,14,21,How many monsters have one leg?,How many monsters in the box have a round head?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have one leg?,How many monsters have a circle head?,5
37,1,1,1,1,5,4,18,15,21,How many monsters have three legs?,Do all monsters with three legs have square heads?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),How many monsters have three legs?,Do all the three-legged monsters have a square head?,2
38,1,1,1,1,4,4,67,1,12,Is the purple monsters head a circle?,How many monsters in the box have three legs?,(== (shape p) Circle),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),Does the purple monster have a circle head?,How many monsters have three legs?,1
38,1,1,1,1,4,4,80,2,21,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,1
38,1,1,1,1,4,4,94,3,12,How many legs does the purple monster have?,How many monsters have square heads?,(legs p),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the purple monster have?,How many monsters have a square head?,1
38,1,1,1,1,4,4,39,4,21,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,2
38,1,1,1,1,4,4,30,5,21,How many legs does the blue monster have?,Does the purple monster have less than three legs?,(legs b),(< (legs p) 3),How many legs does the blue monster have?,Does the purple monster have less than three legs?,3
