id,attn1,attn2,practice_sim_1,practice_sim_2,practice_sim_3,practice_sim_4,pair,rating_num,order,q1,q2,q1_program,q2_program,q1_standard,q2_standard,similarity,dist_tree,sim_text,sim_text_standard,intersecting_functions12,intersecting_functions21,intersecting_arguments12,intersecting_arguments21,intersecting_all12,intersecting_all21
18,1,1,5,4,3,4,96,12,21,How many monsters have circle heads?,How many monsters have the a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,2,0,0.8300817012786865,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
18,1,1,5,4,3,4,22,13,12,How many legs are in the box?,How many legs does the purple monster have?,(++ (map (lambda x0 (legs x0)) (set b r p))),(legs p),How many legs do all the monsters have combined together?,How many legs does the purple monster have?,2,9,0.6096062064170837,0.7946264743804932,1,0.25,1,0.3333333333333333,1,0.2857142857142857
18,1,1,5,4,3,4,94,14,21,How many legs does the purple monster have?,How many monsters have square heads?,(legs p),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the purple monster have?,How many monsters have a square head?,3,11,0.6075185537338257,0.6266854405403137,0,0,0.25,1,0.1111111111111111,0.5
18,1,1,5,4,3,4,61,15,12,Does the head shape have corners?,How many monsters have a circle head and two legs?,(== (shape r) Square),(++ (map (lambda x0 (and (== (legs x0) 2) (== (shape x0) Circle))) (set b r p))),Does the red monster have a square head?,How many monsters have two legs and a circle head?,2,14,0.45619910955429077,0.6602686643600464,0.2857142857142857,1,0.2,0.5,0.25,0.75
19,1,1,1,2,5,6,92,1,21,Do all monsters with two legs have a circle heads?,How many monsters have two legs?,(all (map (lambda x0 (== (shape x0) Circle)) (legsObjects 2))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),Do all the two-legged monsters have a circle head?,How many monsters have two legs?,5,7,0.7491220831871033,0.713076114654541,0.4,0.4,0.25,0.5,0.3333333333333333,0.42857142857142855
19,1,1,1,2,5,6,81,2,21,Does the purple monster have three legs?,Does the red monster have a square head and three legs?,(== (legs p) 3),(and (== (legs r) 3) (== (shape r) Square)),Does the purple monster have three legs?,Does the red monster have three legs and a square head?,3,5,0.8264407515525818,0.8383734226226807,0.5,1,0.3333333333333333,0.5,0.42857142857142855,0.75
19,1,1,1,2,5,6,29,3,12,How many monsters have circle heads?,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,5,0,0.8381568789482117,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
19,1,1,1,2,5,6,54,4,21,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,1,11,0.6103970408439636,0.6103970408439636,0,0,0.25,1,0.1111111111111111,0.5
19,1,1,1,2,5,6,65,5,21,How many monsters have a circle head?,How many legs does the purple monster have?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(legs p),How many monsters have a circle head?,How many legs does the purple monster have?,2,11,0.6032723188400269,0.6032723188400269,0,0,1,0.25,0.5,0.1111111111111111
19,1,1,1,2,5,6,62,6,21,How many have square heads?,Does the red or blue monster also have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(or (== (shape r) Square) (== (shape b) Square)),How many monsters have a square head?,Does either the red monster or the blue monster have a square head?,5,9,0.6415953040122986,0.8095049858093262,0.6666666666666666,0.4,1,0.75,0.8333333333333334,0.5555555555555556
19,1,1,1,2,5,6,18,7,21,How many monsters have three legs?,Do all monsters with three legs have square heads?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),How many monsters have three legs?,Do all the three-legged monsters have a square head?,5,7,0.8055595755577087,0.7791336178779602,0.4,0.4,0.5,0.25,0.42857142857142855,0.3333333333333333
19,1,1,1,2,5,6,53,8,12,What is total number of legs between the blue and purple monster?,What shape is the purple monster's head?,(+ (legs b) (legs p)),(shape p),How many legs do the blue and purple monsters have combined?,What shape is the purple monster's head?,4,4,0.6290021538734436,0.613262414932251,0,0,1,0.5,0.5,0.25
19,1,1,1,2,5,6,88,9,12,What is the shape of the red monster's head?,Does the red monster have three legs?,(shape r),(== (legs r) 3),What shape is the red monster's head?,Does the red monster have three legs?,2,3,0.6911848187446594,0.705772876739502,0,0,0.5,1,0.25,0.5
19,1,1,1,2,5,6,52,10,12,How many legs does the purple monster have?,Do the red and blue monster's have the same shape head as the purple monster?,(legs p),(=== (map (lambda x0 (shape x0)) (set b r p))),How many legs does the purple monster have?,Do all the monsters have the same head shape?,2,9,0.5989721417427063,0.46998822689056396,0,0,0.3333333333333333,1,0.14285714285714285,0.5
19,1,1,1,2,5,6,69,11,12,Does the purple monster have two legs?,How many legs do all the monsters have combined?,(== (legs p) 2),(++ (map (lambda x0 (legs x0)) (set b r p))),Does the purple monster have two legs?,How many legs do all the monsters have combined together?,4,9,0.7303376793861389,0.7196745276451111,0.25,0.5,0.3333333333333333,0.5,0.2857142857142857,0.5
19,1,1,1,2,5,6,87,12,21,Does the purple monster have a circle head?,How many feet the blue monster have?,(== (shape p) Circle),(legs b),Does the purple monster have a circle head?,How many legs does the blue monster have?,1,3,0.5212509632110596,0.5856258869171143,0,0,0,0,0,0
19,1,1,1,2,5,6,7,13,21,Do most of the monsters in the box have square or round heads?,Does the blue monster have a square head?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(== (shape b) Square),Are there more monsters with square heads or circle heads?,Does the blue monster have a square head?,4,22,0.733221173286438,0.7524884939193726,1,0.3333333333333333,1,0.4,1,0.36363636363636365
19,1,1,1,2,5,6,48,14,12,"Does the purple one have one leg, and the blue one have a square head, and and it has two legs and the red one has a circle head and it has three legs?",How many monsters have two legs?,(and (and (and (== (legs b) 2) (== (shape b) Square)) (and (== (legs r) 3) (== (shape r) Circle))) (== (legs p) 1)),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),"Does the blue monster have two legs and a square head, the red monster have three legs and a circle head, and the purple monster have one leg?",How many monsters have two legs?,4,20,0.6003146767616272,0.7880690693855286,0.4,0.5,1,0.5,0.6666666666666666,0.5
19,1,1,1,2,5,6,4,15,12,How many legs does the purple monster have?,How many legs does the blue monster have?,(legs p),(legs b),How many legs does the purple monster have?,How many legs does the blue monster have?,5,0,0.8903583288192749,0.8903583288192749,1,1,0,0,0.5,0.5
20,1,1,1,1,3,4,20,1,21,How many monsters have circle heads?,How many of the monsters have two legs?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),How many monsters have a circle head?,How many monsters have two legs?,1,2,0.6638901829719543,0.7016270160675049,0.8,0.8,0.75,0.75,0.7777777777777778,0.7777777777777778
20,1,1,1,1,3,4,35,2,21,Is the purple head a square?,Does the blue monster have more legs than the purple monster?,(== (shape p) Square),(> (legs b) (legs p)),Does the purple monster have a square head?,Does the blue monster have more legs than the purple monster?,1,4,0.44000115990638733,0.6759457588195801,0,0,0.5,0.5,0.25,0.25
20,1,1,1,1,3,4,90,3,12,How many legs of the purple monster?,How many legs are there combined together?,(legs p),(++ (map (lambda x0 (legs x0)) (set b r p))),How many legs does the purple monster have?,How many legs do all the monsters have combined together?,4,9,0.5487168431282043,0.7946264743804932,0.25,1,0.3333333333333333,1,0.2857142857142857,1
20,1,1,1,1,3,4,16,4,12,How many monsters have square heads?,Do all the monsters have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),How many monsters have a square head?,Do all the monsters have the same number of legs?,1,4,0.6257220506668091,0.6630567908287048,0.5,0.4,1,0.75,0.7142857142857143,0.5555555555555556
20,1,1,1,1,3,4,25,5,21,Are the heads and legs all the same?,How many legs does the purple monster have?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(legs p),Do all the monsters have the same number of legs and the same head shape?,How many legs does the purple monster have?,1,20,0.4221445322036743,0.673107385635376,1,0.16666666666666666,1,0.3333333333333333,1,0.2222222222222222
20,1,1,1,1,3,4,47,6,21,How many of them have square heads?,Do any of them have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(any (map (lambda x0 (== (legs x0) 3)) (set b r p))),How many monsters have a square head?,Do any of the monsters have three legs?,1,3,0.4865145981311798,0.6673029661178589,0.6,0.6,0.75,0.75,0.6666666666666666,0.6666666666666666
20,1,1,1,1,3,4,100,7,21,Does the purple monster have two legs?,What shape is the red monsters head?,(== (legs p) 2),(shape r),Does the purple monster have two legs?,What shape is the red monster's head?,1,3,0.5241290926933289,0.5775747895240784,0,0,0,0,0,0
20,1,1,1,1,3,4,36,8,12,Do they both have circle heads?,Do all the monsters have a circle head?,(and (== (shape b) Circle) (== (shape r) Circle)),(all (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do the blue monster and the red monster both have a circle head?,Do all the monsters have a circle head?,6,9,0.7403696179389954,0.8517022132873535,0.4,0.6666666666666666,0.75,1,0.5555555555555556,0.8333333333333334
20,1,1,1,1,3,4,30,9,12,How many legs does the blue monster have?,Does the purple monster have less than three legs?,(legs b),(< (legs p) 3),How many legs does the blue monster have?,Does the purple monster have less than three legs?,5,2,0.8265516757965088,0.8265516757965088,0.5,1,0,0,0.25,0.5
20,1,1,1,1,3,4,41,10,12,How many monsters have circle heads?,How many square heads are there?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,4,0,0.6192860007286072,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
20,1,1,1,1,3,4,50,11,21,How many monsters have heads that are squares?,How many circle heads are there?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have a square head?,How many monsters have a circle head?,4,0,0.5991898775100708,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
20,1,1,1,1,3,4,29,12,21,How many monsters have circle heads?,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have a circle head?,How many monsters have a square head?,5,0,0.8381568789482117,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
20,1,1,1,1,3,4,51,13,12,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,2,9,0.732853889465332,0.7585862278938293,0.25,1,0.5,1,0.3333333333333333,1
20,1,1,1,1,3,4,4,14,21,How many legs does the purple monster have?,How many legs does the blue monster have?,(legs p),(legs b),How many legs does the purple monster have?,How many legs does the blue monster have?,6,0,0.8903583288192749,0.8903583288192749,1,1,0,0,0.5,0.5
20,1,1,1,1,3,4,28,15,21,How many legs does the purple monster have?,Does the blue monster have a circle head?,(legs p),(== (shape b) Circle),How many legs does the purple monster have?,Does the blue monster have a circle head?,1,3,0.5574324131011963,0.5574324131011963,0,0,0,0,0,0
21,1,1,1,1,3,4,68,1,21,Does any of the monsters have a square head?,Are all the heads the same?,(any (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),Do any of the monsters have a square head?,Do all the monsters have the same head shape?,3,3,0.5117130279541016,0.8512132167816162,0.75,0.6,1,0.75,0.8571428571428571,0.6666666666666666
21,1,1,1,1,3,4,76,2,21,Do all of the monsters have a different number of legs?,Does the blue and purple monsters have each two legs?,(== (setSize (unique (map (lambda x0 (legs x0)) (set b r p)))) 3),(and (== (legs b) 2) (== (legs p) 2)),Do all the monsters have a different number of legs?,Do the blue monster and the purple monster both have two legs?,4,12,0.797990083694458,0.7689164280891418,0.6666666666666666,0.3333333333333333,0.6666666666666666,0.5,0.6666666666666666,0.4
21,1,1,1,1,3,4,9,3,12,Does the red monster have a square head?,Do the monsters all have one leg?,(== (shape r) Square),(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),Does the red monster have a square head?,Do all the monsters have one leg?,2,11,0.5580717325210571,0.5599706172943115,0.2,0.5,0.25,0.5,0.2222222222222222,0.5
21,1,1,1,1,3,4,71,4,12,Are the purple and blue monsters head the same shape?,Is the blue monsters head the same shape as the purple monster's head?,(== (shape p) (shape b)),(== (shape b) (shape p)),Is the purple monster's head the same shape as the blue monster's head?,Is the blue monster's head the same shape as the purple monster's head?,6,0,0.9692419767379761,0.9957899451255798,1,1,1,1,1,1
21,1,1,1,1,3,4,18,5,12,How many monsters have three legs?,Do all monsters with three legs have square heads?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),How many monsters have three legs?,Do all the three-legged monsters have a square head?,4,7,0.8055595755577087,0.7791336178779602,0.4,0.4,0.5,0.25,0.42857142857142855,0.3333333333333333
21,1,1,1,1,3,4,94,6,12,How many legs does the purple monster have?,How many monsters have square heads?,(legs p),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the purple monster have?,How many monsters have a square head?,1,11,0.6075185537338257,0.6266854405403137,0,0,0.25,1,0.1111111111111111,0.5
21,1,1,1,1,3,4,62,7,12,How many have square heads?,Does the red or blue monster also have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(or (== (shape r) Square) (== (shape b) Square)),How many monsters have a square head?,Does either the red monster or the blue monster have a square head?,4,9,0.6415953040122986,0.8095049858093262,0.6666666666666666,0.4,1,0.75,0.8333333333333334,0.5555555555555556
21,1,1,1,1,3,4,59,8,12,What shape is the red monster's head?,Do the red and blue monsters have the same head shape as the purple monster?,(shape r),(=== (map (lambda x0 (shape x0)) (set b r p))),What shape is the red monster's head?,Do all the monsters have the same head shape?,2,9,0.7674791216850281,0.711654543876648,0.25,1,0.3333333333333333,1,0.2857142857142857,1
21,1,1,1,1,3,4,86,9,12,Is the purple monster the only one with a square head?,What shape does the red head have?,(and (and (== (shape r) Circle) (== (shape b) Circle)) (== (shape p) Square)),(shape r),"Does the red monster have a circle head, the blue monster have a circle head, and the purple monster have a square head?",What shape is the red monster's head?,1,12,0.5657765865325928,0.7691590785980225,1,0.3333333333333333,1,0.2,1,0.25
21,1,1,1,1,3,4,46,10,21,Is there any monster with more than one leg?,Does the monster with the square head have two three or one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(legs b),Do any of the monsters have more than one leg?,How many legs does the blue monster have?,4,11,0.7928293943405151,0.7664248943328857,1,0.2,1,0.25,1,0.2222222222222222
21,1,1,1,1,3,4,13,11,12,How many legs does the blue monster have?,What are the shapes of the red monsters head?,(legs b),(shape r),How many legs does the blue monster have?,What shape is the red monster's head?,1,1,0.5348821878433228,0.5853571891784668,0,0,0,0,0,0
21,1,1,1,1,3,4,39,12,21,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,2,11,0.4464091360569,0.7074099779129028,1,0.2,1,0.25,1,0.2222222222222222
21,1,1,1,1,3,4,11,13,12,What shape is the blue monster's head?,How many monsters have two legs?,(shape b),(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),What shape is the blue monster's head?,How many monsters have two legs?,1,11,0.5451770424842834,0.5451770424842834,0,0,0.25,1,0.1111111111111111,0.5
21,1,1,1,1,3,4,93,14,21,How many monsters have one leg?,How many square heads are there in all?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have one leg?,How many monsters have a square head?,1,2,0.37608736753463745,0.6963624954223633,0.8,0.8,0.75,0.75,0.7777777777777778,0.7777777777777778
21,1,1,1,1,3,4,28,15,12,How many legs does the purple monster have?,Does the blue monster have a circle head?,(legs p),(== (shape b) Circle),How many legs does the purple monster have?,Does the blue monster have a circle head?,1,3,0.5574324131011963,0.5574324131011963,0,0,0,0,0,0
22,1,1,1,1,6,5,63,1,12,How many square heads are there?,Does the purple monster have three legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(== (legs p) 3),How many monsters have a square head?,Does the purple monster have three legs?,2,11,0.3164712190628052,0.5735365152359009,0.5,0.2,0.5,0.25,0.5,0.2222222222222222
22,1,1,1,1,6,5,65,2,21,How many monsters have a circle head?,How many legs does the purple monster have?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(legs p),How many monsters have a circle head?,How many legs does the purple monster have?,6,11,0.6032723188400269,0.6032723188400269,0,0,1,0.25,0.5,0.1111111111111111
22,1,1,1,1,6,5,18,3,21,How many monsters have three legs?,Do all monsters with three legs have square heads?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),How many monsters have three legs?,Do all the three-legged monsters have a square head?,4,7,0.8055595755577087,0.7791336178779602,0.4,0.4,0.5,0.25,0.42857142857142855,0.3333333333333333
22,1,1,1,1,6,5,55,4,21,How many monsters have circle heads?,Does the red monster have a square head and the purple monster a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (shape r) Square) (== (shape p) Circle)),How many monsters have a circle head?,Does the red monster have a square head and the purple monster have a circle head?,2,9,0.751230001449585,0.7654837965965271,0.6666666666666666,0.4,0.75,0.75,0.7142857142857143,0.5555555555555556
22,1,1,1,1,6,5,86,5,12,Is the purple monster the only one with a square head?,What shape does the red head have?,(and (and (== (shape r) Circle) (== (shape b) Circle)) (== (shape p) Square)),(shape r),"Does the red monster have a circle head, the blue monster have a circle head, and the purple monster have a square head?",What shape is the red monster's head?,3,12,0.5657765865325928,0.7691590785980225,1,0.3333333333333333,1,0.2,1,0.25
22,1,1,1,1,6,5,35,6,12,Is the purple head a square?,Does the blue monster have more legs than the purple monster?,(== (shape p) Square),(> (legs b) (legs p)),Does the purple monster have a square head?,Does the blue monster have more legs than the purple monster?,1,4,0.44000115990638733,0.6759457588195801,0,0,0.5,0.5,0.25,0.25
22,1,1,1,1,6,5,58,7,12,Does the purple one have one leg?,How many monsters have square heads?,(== (legs p) 1),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),Does the purple monster have one leg?,How many monsters have a square head?,1,11,0.23167628049850464,0.5023806095123291,0.2,0.5,0.25,0.5,0.2222222222222222,0.5
22,1,1,1,1,6,5,49,8,21,How many square heads?,What shape is the red monster's head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,2,11,0.4723742604255676,0.7074099779129028,1,0.2,1,0.25,1,0.2222222222222222
22,1,1,1,1,6,5,53,9,12,What is total number of legs between the blue and purple monster?,What shape is the purple monster's head?,(+ (legs b) (legs p)),(shape p),How many legs do the blue and purple monsters have combined?,What shape is the purple monster's head?,5,4,0.6290021538734436,0.613262414932251,0,0,1,0.5,0.5,0.25
22,1,1,1,1,6,5,56,10,21,What is the red monster's head shape is it a circle or a square?,How many monsters have three legs?,(shape r),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),What shape is the red monster's head?,How many monsters have three legs?,2,11,0.5318495035171509,0.5512861013412476,0,0,0.25,1,0.1111111111111111,0.5
22,1,1,1,1,6,5,31,11,12,How many monsters have a square head?,What kind of head does the purple monster have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape p),How many monsters have a square head?,What shape is the purple monster's head?,5,11,0.6901223659515381,0.7084317803382874,1,0.2,1,0.25,1,0.2222222222222222
22,1,1,1,1,6,5,39,12,21,How many monsters have square heads?,What head does the red thing have?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(shape r),How many monsters have a square head?,What shape is the red monster's head?,2,11,0.4464091360569,0.7074099779129028,1,0.2,1,0.25,1,0.2222222222222222
22,1,1,1,1,6,5,83,13,12,How many monsters have two legs?,Are the red and purple the same head shape?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(== (shape r) (shape p)),How many monsters have two legs?,Is the red monster's head the same shape as the purple monster's head?,3,11,0.2602037191390991,0.4900911748409271,0.5,0.2,1,0.5,0.75,0.3333333333333333
22,1,1,1,1,6,5,50,14,21,How many monsters have heads that are squares?,How many circle heads are there?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many monsters have a square head?,How many monsters have a circle head?,5,0,0.5991898775100708,0.8565942645072937,1,1,0.75,0.75,0.8888888888888888,0.8888888888888888
22,1,1,1,1,6,5,8,15,12,How many legs does the blue monster have?,How many monsters have a square head?,(legs b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the blue monster have?,How many monsters have a square head?,5,11,0.6293059587478638,0.6293059587478638,0,0,0.25,1,0.1111111111111111,0.5
23,1,1,1,1,5,5,60,1,21,Does any of them have two legs?,How many legs does the purple monster have?,(any (map (lambda x0 (== (legs x0) 2)) (set b r p))),(legs p),Do any of the monsters have two legs?,How many legs does the purple monster have?,4,11,0.571934700012207,0.7515751123428345,1,0.2,1,0.25,1,0.2222222222222222
23,1,1,1,1,5,5,56,2,21,What is the red monster's head shape is it a circle or a square?,How many monsters have three legs?,(shape r),(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),What shape is the red monster's head?,How many monsters have three legs?,1,11,0.5318495035171509,0.5512861013412476,0,0,0.25,1,0.1111111111111111,0.5
23,1,1,1,1,5,5,46,3,21,Is there any monster with more than one leg?,Does the monster with the square head have two three or one leg?,(any (map (lambda x0 (> (legs x0) 1)) (set b r p))),(legs b),Do any of the monsters have more than one leg?,How many legs does the blue monster have?,5,11,0.7928293943405151,0.7664248943328857,1,0.2,1,0.25,1,0.2222222222222222
23,1,1,1,1,5,5,23,4,21,Does the blue and red monster have the same head as the purple?,How many circle headed monsters are there?,(=== (map (lambda x0 (shape x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the monsters have the same head shape?,How many monsters have a circle head?,5,3,0.5179398059844971,0.7607579231262207,0.6,0.75,0.75,1,0.6666666666666666,0.8571428571428571
23,1,1,1,1,5,5,40,5,21,How many monsters have one or two legs?,How many square head monsters are there?,(++ (map (lambda x0 (or (== (legs x0) 1) (== (legs x0) 2))) (set b r p))),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many monsters have one or two legs?,How many monsters have a square head?,1,7,0.7089229822158813,0.7505367994308472,0.8,0.6666666666666666,0.75,0.6,0.7777777777777778,0.6363636363636364
23,1,1,1,1,5,5,84,6,12,Do the red monster and the blue monster have the same head?,How many legs does the red monster have?,(== (shape r) (shape b)),(legs r),Is the red monster's head the same shape as the blue monster's head?,How many legs does the red monster have?,1,4,0.6157029867172241,0.6106586456298828,0,0,1,0.5,0.5,0.25
23,1,1,1,1,5,5,70,7,21,Does the purple monster have a square head?,Is the purple monster one leg?,(== (shape p) Square),(== (legs p) 1),Does the purple monster have a square head?,Does the purple monster have one leg?,1,2,0.6627398729324341,0.7064086198806763,0.5,0.5,0.5,0.5,0.5,0.5
23,1,1,1,1,5,5,8,8,12,How many legs does the blue monster have?,How many monsters have a square head?,(legs b),(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),How many legs does the blue monster have?,How many monsters have a square head?,1,11,0.6293059587478638,0.6293059587478638,0,0,0.25,1,0.1111111111111111,0.5
23,1,1,1,1,5,5,80,9,12,How many monsters have round heads?,Is the red monster the same as the purple monster with two legs and a square head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(and (== (legs r) 2) (== (shape r) Square)),How many monsters have a circle head?,Does the red monster have two legs and a square head?,4,11,0.5780537128448486,0.6416802406311035,0.5,0.4,0.3333333333333333,0.25,0.42857142857142855,0.3333333333333333
23,1,1,1,1,5,5,25,10,21,Are the heads and legs all the same?,How many legs does the purple monster have?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(legs p),Do all the monsters have the same number of legs and the same head shape?,How many legs does the purple monster have?,3,20,0.4221445322036743,0.673107385635376,1,0.16666666666666666,1,0.3333333333333333,1,0.2222222222222222
23,1,1,1,1,5,5,16,11,12,How many monsters have square heads?,Do all the monsters have the same amount of legs?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),How many monsters have a square head?,Do all the monsters have the same number of legs?,2,4,0.6257220506668091,0.6630567908287048,0.5,0.4,1,0.75,0.7142857142857143,0.5555555555555556
23,1,1,1,1,5,5,1,12,21,How many legs does purple have?,How many monsters have one foots?,(legs p),(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),How many legs does the purple monster have?,How many monsters have one leg?,4,11,0.5326904058456421,0.8165104389190674,0.2,1,0.25,1,0.2222222222222222,1
23,1,1,1,1,5,5,43,13,21,What shape is the purple monsters head?,Which shape is the blue monster's head?,(shape p),(shape b),What shape is the purple monster's head?,What shape is the blue monster's head?,6,0,0.8560779094696045,0.8917962312698364,1,1,0,0,0.5,0.5
23,1,1,1,1,5,5,91,14,21,Do all the monsters have the same shape head?,Is the red one circle?,(=== (map (lambda x0 (shape x0)) (set b r p))),(== (shape r) Circle),Do all the monsters have the same head shape?,Does the red monster have a circle head?,5,9,0.328628808259964,0.7066839933395386,0.5,0.25,0.5,0.3333333333333333,0.5,0.2857142857142857
23,1,1,1,1,5,5,37,15,12,Do the blue and purple monsters have more than one leg?,Does the purple monster have three legs?,(and (> (legs b) 1) (> (legs p) 1)),(== (legs p) 3),Do the blue monster and the purple monster both have more than one leg?,Does the purple monster have three legs?,5,6,0.8285225629806519,0.8423173427581787,0.5,0.3333333333333333,0.5,0.3333333333333333,0.5,0.3333333333333333
24,1,1,1,1,5,6,23,1,12,Does the blue and red monster have the same head as the purple?,How many circle headed monsters are there?,(=== (map (lambda x0 (shape x0)) (set b r p))),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),Do all the monsters have the same head shape?,How many monsters have a circle head?,4,3,0.5179398059844971,0.7607579231262207,0.6,0.75,0.75,1,0.6666666666666666,0.8571428571428571
24,1,1,1,1,5,6,51,2,21,What is the shape of the red monster's head?,Does the purple monster have the same legs and head as the red monster?,(shape r),(and (== (legs p) (legs r)) (== (shape p) (shape r))),What shape is the red monster's head?,Does the purple monster have the same number of legs and head shape as the red monster?,5,9,0.732853889465332,0.7585862278938293,0.25,1,0.5,1,0.3333333333333333,1
24,1,1,1,1,5,6,54,3,21,How many legs does the red monster have?,How many monsters have a circle head?,(legs r),(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,How many monsters have a circle head?,1,11,0.6103970408439636,0.6103970408439636,0,0,0.25,1,0.1111111111111111,0.5
24,1,1,1,1,5,6,26,4,12,How much legs does the red monster have?,Are any of their heads a circle?,(legs r),(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),How many legs does the red monster have?,Do any of the monsters have a circle head?,2,11,0.23616275191307068,0.5133794546127319,0,0,0.25,1,0.1111111111111111,0.5
