id,trial,AgeGroup,age_yr,age_mo,n_attempts_color,n_attempts_head,n_attempts_legs,trial_index,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_program,question_abstracted_idealized,EIG,entropy,notes,question_standard
37,4,Adults,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do the blue and purple monsters have the same head shape?,(== (shape b) (shape p)),(== (shape c) (shape c)),1,3,NA,Is the blue monster's head the same shape as the purple monster's head?
38,1,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,does the red monster have the same shaped head as the blue monster,(== (shape r) (shape b)),(== (shape c) (shape c)),1,1,NA,Is the red monster's head the same shape as the blue monster's head?
38,2,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,does the red monster have the same number of legs as the blue monster,(== (legs r) (legs b)),(== (legs c) (legs c)),0.9182958340544893,4.169925001442313,NA,Does the red monster have the same number of legs as the blue monster?
38,3,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,does the purple monster have the same head as the red monster,(== (shape p) (shape r)),(== (shape c) (shape c)),1,3.584962500721156,NA,Is the purple monster's head the same shape as the red monster's head?
38,4,Adults,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,do the monsters all have one leg,(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),0.2285381439535264,4.754887502163473,NA,Do all the monsters have one leg?
39,1,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Do all of the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591325,5.169925001442311,NA,Do all the monsters have the same head shape?
39,2,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster's head a square or a circle?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
39,3,Adults,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,How many legs in total do all 3 monsters have combined?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),2.1971597234241496,4.169925001442313,NA,How many legs do all the monsters have combined together?
39,4,Adults,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Do the monsters each have more than one leg?,(all (map (lambda x0 (> (legs x0) 1)) (set b r p))),(all (map (lambda x0 (> (legs x0) n)) (set b r p))),0.8767162889994633,4.754887502163473,NA,Do all the monsters have more than one leg?
40,1,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,2,NA,How many monsters have a square head?
40,2,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Do the square headed monsters have two legs?,(all (map (lambda x0 (== (legs x0) 2)) (shapeObjects Square))),(all (map (lambda x0 (== (legs x0) n)) (shapeObjects s))),0.9182958340544896,3.584962500721156,NA,Do all the square-headed monsters have two legs?
40,3,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster look like the blue monster?,NA,NA,NA,2.584962500721156,ambiguous,NA
40,4,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have square heads?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,6.1699250014423175,NA,How many monsters have a square head?
41,1,Adults,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Do the monsters legs total eight?,(== (++ (map (lambda x0 (legs x0)) (set b r p))) 8),(== (++ (map (lambda x0 (legs x0)) (set b r p))) n),0.5032583347756445,4.754887502163473,NA,Do all the monsters have eight legs combined together?
41,2,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do all monsters have the same face and legs?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),0.30954342915032534,5.75488750216347,NA,Do all the monsters have the same number of legs and the same head shape?
41,3,Adults,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),0.9182958340544896,1.584962500721156,NA,Do all the monsters have the same number of legs?
41,4,Adults,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do all monsters have the same head type?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591324,6.754887502163456,NA,Do all the monsters have the same head shape?
42,1,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the blue and red monster have the same head as the purple?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,2,NA,Do all the monsters have the same head shape?
42,2,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Is the red the same legs and shape as blue or purple?,NA,NA,NA,2.584962500721156,ambiguous,NA
42,3,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red head square?,(== (shape r) Square),(== (shape c) s),1,1,NA,Does the red monster have a square head?
42,4,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue and purple monster have more legs than red?,(and (> (legs b) (legs r)) (> (legs p) (legs r))),(and (> (legs c) (legs c)) (> (legs c) (legs c))),0.9910760598382222,3.169925001442312,NA,Do the blue monster and the purple monster both have more legs than the red monster?
43,1,Adults,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,are blue and purple the same shape?,(== (shape b) (shape p)),(== (shape c) (shape c)),1,3,NA,Is the blue monster's head the same shape as the purple monster's head?
43,2,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,What is total number of legs between the blue and purple monster?,(+ (legs b) (legs p)),(+ (legs c) (legs c)),2.197159723424149,3.169925001442312,NA,How many legs do the blue and purple monsters have combined?
43,3,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,"Assigning a point value of 1 to circle and 2 to square, while keeping leg points equal to the number of legs, what is the total number for the red monster?",NA,NA,NA,2.584962500721156,not in grammar,NA
43,4,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,"Assigning a value of 10 to square and 20 to circle, and keeping the number of legs equal to that many points, what is the total number of points between all three monsters?",NA,NA,NA,5.169925001442311,not in grammar,NA
44,1,Adults,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,4.584962500721156,NA,How many monsters have a circle head?
44,2,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have a plural amount of legs?,(++ (map (lambda x0 (> (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (> (legs x0) n)) (set b r p))),1.3921472236645345,6.1699250014423175,NA,How many monsters have more than one leg?
44,3,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have a circle head with more than one leg?,(++ (map (lambda x0 (and (> (legs x0) 1) (== (shape x0) Circle))) (set b r p))),(++ (map (lambda x0 (and (> (legs x0) n) (== (shape x0) s))) (set b r p))),1.7345587976584804,5.75488750216347,NA,How many monsters have more than one leg and a circle head?
44,4,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,2,NA,How many monsters have a square head?
45,1,Adults,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,how many legs do most of the monsters have?,NA,NA,NA,5.75488750216347,invalid,NA
45,2,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,How many legs do most of the monsters have?,NA,NA,NA,5.169925001442311,invalid,NA
45,3,Adults,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do most of the monsters in the box have square or round heads?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(> (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) (++ (map (lambda x0 (== (shape x0) s)) (set b r p)))),1,3,NA,Are there more monsters with square heads or circle heads?
45,4,Adults,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do most of the monsters in the box have square or round heads?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(> (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) (++ (map (lambda x0 (== (shape x0) s)) (set b r p)))),0.9999999999999999,6.1699250014423175,NA,Are there more monsters with square heads or circle heads?
46,1,Adults,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),1,1,NA,Does the red monster have a square head?
46,2,Adults,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does any of the monsters have circle heads?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),0.8112781244591328,2,NA,Do any of the monsters have a circle head?
46,3,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Do all monsters with 2 legs have a circle heads?,(all (map (lambda x0 (== (shape x0) Circle)) (legsObjects 2))),(all (map (lambda x0 (== (shape x0) s)) (legsObjects n))),0.6500224216483541,3.584962500721156,NA,Do all the two-legged monsters have a circle head?
46,4,Adults,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Do all monsters with 3 legs have square heads.,(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),(all (map (lambda x0 (== (shape x0) s)) (legsObjects n))),0.9798687566511525,5.169925001442311,NA,Do all the three-legged monsters have a square head?
47,1,Adults,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,3.169925001442312,NA,How many legs does the purple monster have?
47,2,Adults,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Do all of the monsters have square heads?,(all (map (lambda x0 (== (shape x0) Square)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),0.8112781244591328,3.584962500721156,NA,Do all the monsters have a square head?
47,3,Adults,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have three legs?,(== (legs r) 3),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,Does the red monster have three legs?
47,4,Adults,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,1.584962500721156,NA,How many legs does the purple monster have?
1005,1,Kids,10,128,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Are all the heads the same?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,Do all the monsters have the same head shape?
1005,2,Kids,10,128,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does it have three legs?,(== (legs p) 3),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,Does the purple monster have three legs?
1005,3,Kids,10,128,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,NA,NA,NA,NA,4.169925001442313,skipped,NA
1005,4,Kids,10,128,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Are the heads the same?,NA,NA,NA,5.169925001442311,ambiguous,NA
1006,1,Kids,7,85,3,2,6,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What kind of head is the blue monster?,(shape b),(shape c),0.9999999999999994,5.75488750216347,NA,What shape is the blue monster's head?
1006,2,Kids,7,85,3,2,6,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,How much legs does the purple one have?,(legs p),(legs c),1.584962500721156,4.754887502163473,NA,How many legs does the purple monster have?
1006,3,Kids,7,85,3,2,6,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What kind of head does the red one have?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
1006,4,Kids,7,85,3,2,6,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What colors the blue one?,NA,NA,NA,2,invalid,NA
1007,1,Kids,9,108,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is the monsters head a square?,NA,NA,NA,2,ambiguous,NA
1007,2,Kids,9,108,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Does the monsters have legs?,NA,NA,NA,4.754887502163473,ambiguous,NA
1007,3,Kids,9,108,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have a circle?,(== (shape b) Circle),(== (shape c) s),1.0000000000000007,6.754887502163456,NA,Does the blue monster have a circle head?
1007,4,Kids,9,108,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the monsters have two?,NA,NA,NA,3.169925001442312,ambiguous,NA
1008,1,Kids,5,66,3,2,4,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),1,2,NA,Does the blue monster have a circle head?
1008,2,Kids,5,66,3,2,4,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),0.9182958340544893,4.169925001442313,NA,Does the purple monster have one leg?
1008,3,Kids,5,66,3,2,4,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have three legs?,(== (legs b) 3),(== (legs c) n),0.9182958340544891,4.584962500721156,NA,Does the blue monster have three legs?
1008,4,Kids,5,66,3,2,4,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),0.9182958340544893,5.169925001442311,NA,Does the purple monster have one leg?
1017,1,Kids,9,114,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have the amount of legs than the purple monster?,(== (legs r) (legs p)),(== (legs c) (legs c)),0.9182958340544896,2.584962500721156,NA,Does the red monster have the same number of legs as the purple monster?
1017,2,Kids,9,114,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Does the blue monster have the same shape head as the purple monster?,(== (shape b) (shape p)),(== (shape c) (shape c)),1,3.584962500721156,NA,Is the blue monster's head the same shape as the purple monster's head?
1017,3,Kids,9,114,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the red and blue have the same number of legs as the purple?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),0.5032583347756443,6.754887502163456,NA,Do all the monsters have the same number of legs?
1017,4,Kids,9,114,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Does the purple and red monster have the same shape head as the blue monster?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,Do all the monsters have the same head shape?
1019,1,Kids,10,122,9,2,7,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What shape is the purple head?,(shape p),(shape c),0.9999999999999998,4.584962500721156,NA,What shape is the purple monster's head?
1019,2,Kids,10,122,9,2,7,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,What color is the red monster?,NA,NA,NA,2.584962500721156,invalid,NA
1019,3,Kids,10,122,9,2,7,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,What color is the head in the middle?,NA,NA,NA,1.584962500721156,invalid,NA
1019,4,Kids,10,122,9,2,7,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red head?,(shape r),(shape c),1,1,NA,What shape is the red monster's head?
1025,1,Kids,5,70,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,5.169925001442311,NA,How many monsters have three legs?
1025,2,Kids,5,70,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,how many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,3.584962500721156,NA,How many monsters have a square head?
1025,3,Kids,5,70,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,how many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,2,NA,How many monsters have a circle head?
1025,4,Kids,5,70,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,4.169925001442313,NA,How many monsters have three legs?
1026,1,Kids,6,82,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,who has the most legs?,NA,NA,NA,6.754887502163456,invalid,NA
1026,2,Kids,6,82,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,NA,NA,NA,NA,4.584962500721156,skipped,NA
1026,3,Kids,6,82,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Which monster has the least number of legs?,NA,NA,NA,6.1699250014423175,invalid,NA
1026,4,Kids,6,82,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Which monster has two legs?,NA,NA,NA,3.169925001442312,invalid,NA
1027,1,Kids,5,65,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Which color is the red monster's head?,NA,NA,NA,4.584962500721156,invalid,NA
1027,2,Kids,5,65,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Which shape is the blue monster's head?,(shape b),(shape c),1,3,NA,What shape is the blue monster's head?
1027,3,Kids,5,65,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Which is the color of the red monster's head?,NA,NA,NA,1,invalid,NA
1027,4,Kids,5,65,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Which shape is the shape of the blue monster's head?,(shape b),(shape c),0.9999999999999997,5.169925001442311,NA,What shape is the blue monster's head?
1029,1,Kids,6,77,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,purple one has one leg,NA,NA,NA,4.754887502163473,invalid,NA
1029,2,Kids,6,77,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,the purple one has a circle head,NA,NA,NA,4.584962500721156,invalid,NA
1029,3,Kids,6,77,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,the red one has three legs,NA,NA,NA,4.169925001442313,invalid,NA
1029,4,Kids,6,77,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,the purple one has three legs,NA,NA,NA,3.169925001442312,invalid,NA
1030,1,Kids,8,97,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Does both of them have circle heads? Does both of them have square heads?,NA,NA,NA,4.169925001442313,invalid,NA
1030,2,Kids,8,97,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue one have one leg?,(== (legs b) 1),(== (legs c) n),0.9182958340544891,4.584962500721156,NA,Does the blue monster have one leg?
1030,3,Kids,8,97,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster a square head?,(== (shape r) Square),(== (shape c) s),1,1,NA,Does the red monster have a square head?
1030,4,Kids,8,97,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Does the purple one have one leg?,(== (legs p) 1),(== (legs c) n),0.9182958340544889,4.754887502163473,NA,Does the purple monster have one leg?
1038,1,Kids,10,122,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many legs does the red one have?,(legs r),(legs c),1.584962500721156,5.75488750216347,NA,How many legs does the red monster have?
1038,2,Kids,10,122,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,NA,NA,NA,NA,4.754887502163473,skipped,NA
1038,3,Kids,10,122,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,how many legs does the purple have then the red?,NA,NA,NA,4.169925001442313,invalid,NA
1038,4,Kids,10,122,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,NA,NA,NA,NA,3,skipped,NA
1040,1,Kids,9,116,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do all the monsters have the same type of head?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,Do all the monsters have the same head shape?
1040,2,Kids,9,116,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does it have a square head?,(== (shape r) Square),(== (shape c) s),1,2.584962500721156,NA,Does the red monster have a square head?
1040,3,Kids,9,116,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Do they both have circle heads?,(and (== (shape r) Circle) (== (shape b) Circle)),(and (== (shape c) s) (== (shape c) s)),0.8112781244591328,2,NA,Do the red monster and the blue monster both have a circle head?
1040,4,Kids,9,116,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Is one of them circle and one of them square?,(not (== (shape p) (shape b))),(not (== (shape c) (shape c))),1,3.584962500721156,NA,Is the purple monster's head a different shape from the blue monster's head?
1043,1,Kids,6,75,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,What's the monsters head look like?,NA,NA,NA,5.169925001442311,ambiguous,NA
1043,2,Kids,6,75,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many feet do the monsters have?,NA,NA,NA,5.75488750216347,ambiguous,NA
1043,3,Kids,6,75,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,What shape is their head and legs?,NA,NA,NA,6.1699250014423175,invalid,NA
1043,4,Kids,6,75,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What shapes are the heads?,NA,NA,NA,2,invalid,NA
1045,1,Kids,8,105,3,2,4,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have three legs?,(== (legs r) 3),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,Does the red monster have three legs?
1045,2,Kids,8,105,3,2,4,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does one of the monsters have a square head?,(== (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) 1),(== (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) n),1.0000000000000007,6.754887502163456,NA,Does one monster have a square head?
1045,3,Kids,8,105,3,2,4,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Does any of the monsters have one leg?,(any (map (lambda x0 (== (legs x0) 1)) (set b r p))),(any (map (lambda x0 (== (legs x0) n)) (set b r p))),0.8767162889994633,4.754887502163473,NA,Do any of the monsters have one leg?
1045,4,Kids,8,105,3,2,4,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,Does the purple monster have three legs?
1048,1,Kids,6,74,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have one leg?,(== (legs r) 1),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,Does the red monster have one leg?
1048,2,Kids,6,74,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),1,3.584962500721156,NA,Does the blue monster have a circle head?
1048,3,Kids,6,74,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Does the purple monster have a square head?,(== (shape p) Square),(== (shape c) s),1,3,NA,Does the purple monster have a square head?
1048,4,Kids,6,74,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),0.9999999999999997,5.169925001442311,NA,Does the red monster have a circle head?
1051,1,Kids,7,87,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),1,3,NA,Does the blue monster have a circle head?
1051,2,Kids,7,87,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),0.9182958340544893,4.169925001442313,NA,Does the purple monster have three legs?
1051,3,Kids,7,87,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Does the blue monster have a square shaped head?,(== (shape b) Square),(== (shape c) s),0.9999999999999997,5.169925001442311,NA,Does the blue monster have a square head?
1051,4,Kids,7,87,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does the purple monster have two legs?,(== (legs p) 2),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,Does the purple monster have two legs?
1052,1,Kids,6,72,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,the red monster has square head,NA,NA,NA,1,invalid,NA
