id,trial,AgeGroup,AgeGroup_Split,age_yr,age_mo,age_mo_center,n_attempts_color,n_attempts_head,n_attempts_legs,trial_index,hint_a,hint_b,hint_c,r_shape,r_legs,b_shape,b_legs,p_shape,p_legs,question,question_standard,question_program,question_abstracted_idealized,EIG,entropy,notes,n_operations,n_unique_operations,same_as_last,sim_to_last_standard,prev_trial_indices_reuse,prev_trial_indices_remixing
29,2,Adults,Adults,NA,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,does the purple monster have the same shape head as the red monster?,Is the purple monster's head the same shape as the red monster's head?,(== (shape p) (shape r)),(== (shape c) (shape c)),1,3.584962500721156,NA,3,2,0,0.520166277885437,11,11
29,3,Adults,Adults,NA,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,does the blue monster have  a circle head?,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),0.9999999999999994,5.75488750216347,NA,2,2,0,0.7240970134735107,"11,3","11,3"
29,4,Adults,Adults,NA,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,what shape head does the red monster have?,What shape is the red monster's head?,(shape r),(shape c),1,1,NA,1,1,0,0.8566373586654663,"11,3,4","11,3,4"
30,1,Adults,Adults,NA,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),1,1,NA,2,2,NA,NA,NA,NA
30,2,Adults,Adults,NA,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,6.754887502163456,NA,1,1,0,0.6068264245986938,14,14
30,3,Adults,Adults,NA,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the blue monster have?,How many legs does the blue monster have?,(legs b),(legs c),1.584962500721156,3.169925001442312,NA,1,1,1,0.603405237197876,"14,5",14
30,4,Adults,Adults,NA,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),1,2.584962500721156,NA,2,2,1,0.577908992767334,"14,5,11","5,11"
33,1,Adults,Adults,NA,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,what is the shape of the red monster's head,What shape is the red monster's head?,(shape r),(shape c),0.9999999999999996,5.169925001442311,NA,1,1,NA,NA,NA,NA
33,2,Adults,Adults,NA,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,what shape is the purple monster's head,What shape is the purple monster's head?,(shape p),(shape c),1,4.169925001442313,NA,1,1,1,NA,13,
33,3,Adults,Adults,NA,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,how many monsters have one leg,How many monsters have one leg?,(++ (map (lambda x0 (== (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.6982458350160314,5.75488750216347,NA,5,5,0,0.528471827507019,"13,9","13,9"
33,4,Adults,Adults,NA,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,how many legs does the purple monster have,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,3.169925001442312,NA,1,1,0,0.8165104985237122,"13,9,4","13,9,4"
34,1,Adults,Adults,NA,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,How many monsters have 2 legs?,How many monsters have two legs?,(++ (map (lambda x0 (== (legs x0) 2)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.3921472236645345,4.169925001442313,NA,5,5,NA,NA,NA,NA
34,2,Adults,Adults,NA,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have 3 legs?,How many monsters have three legs?,(++ (map (lambda x0 (== (legs x0) 3)) (set b r p))),(++ (map (lambda x0 (== (legs x0) n)) (set b r p))),1.6982458350160314,5.75488750216347,NA,5,5,1,NA,9,
34,3,Adults,Adults,NA,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have 3 legs?,Does the red monster have three legs?,(== (legs r) 3),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,2,2,0,0.8422471284866333,"9,4","9,4"
34,4,Adults,Adults,NA,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do all the monsters have the same shape head?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591336,6.1699250014423175,NA,4,4,0,0.5852579474449158,"9,4,10","9,4,10"
37,1,Adults,Adults,NA,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Do any two adjacent monsters have the same head shape or leg count?,Does either the red monster or blue monster have the same number of legs or head shape as the purple monster?,(or (or (== (legs r) (legs p)) (== (shape r) (shape p))) (or (== (legs p) (legs b)) (== (shape p) (shape b)))),(or (or (== (legs c) (legs c)) (== (shape c) (shape c))) (or (== (legs c) (legs c)) (== (shape c) (shape c)))),0.5032583347756452,5.169925001442311,NA,15,4,NA,NA,NA,NA
37,2,Adults,Adults,NA,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many square heads are there?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,4.584962500721156,NA,5,5,0,0.6813455820083618,13,13
37,3,Adults,Adults,NA,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a circle head?,Does the red monster have a circle head?,(== (shape r) Circle),(== (shape c) s),1,1,NA,2,2,0,0.7304824590682983,"13,12","13,12"
37,4,Adults,Adults,NA,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do the blue and purple monsters have the same head shape?,Is the blue monster's head the same shape as the purple monster's head?,(== (shape b) (shape p)),(== (shape c) (shape c)),1,3,NA,3,2,0,0.8421305418014526,"13,12,14","13,12,14"
38,1,Adults,Adults,NA,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,does the red monster have the same shaped head as the blue monster,Is the red monster's head the same shape as the blue monster's head?,(== (shape r) (shape b)),(== (shape c) (shape c)),1,1,NA,3,2,NA,NA,NA,NA
38,2,Adults,Adults,NA,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,does the red monster have the same number of legs as the blue monster,Does the red monster have the same number of legs as the blue monster?,(== (legs r) (legs b)),(== (legs c) (legs c)),0.9182958340544892,4.169925001442313,NA,3,2,0,0.7530762553215027,14,14
38,3,Adults,Adults,NA,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,does the purple monster have the same head as the red monster,Is the purple monster's head the same shape as the red monster's head?,(== (shape p) (shape r)),(== (shape c) (shape c)),1,3.584962500721156,NA,3,2,1,0.7052685618400574,"14,9",9
38,4,Adults,Adults,NA,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,do the monsters all have one leg,Do all the monsters have one leg?,(all (map (lambda x0 (== (legs x0) 1)) (set b r p))),(all (map (lambda x0 (== (legs x0) n)) (set b r p))),0.2285381439535264,4.754887502163473,NA,5,5,0,0.7579541206359863,"14,9,3","14,9,3"
39,1,Adults,Adults,NA,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Do all of the monsters have the same head shape?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591325,5.169925001442311,NA,4,4,NA,NA,NA,NA
39,2,Adults,Adults,NA,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red monster's head a square or a circle?,What shape is the red monster's head?,(shape r),(shape c),1,1,NA,1,1,0,0.711654543876648,13,13
39,3,Adults,Adults,NA,NA,NA,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,How many legs in total do all 3 monsters have combined?,How many legs do all the monsters have combined together?,(++ (map (lambda x0 (legs x0)) (set b r p))),(++ (map (lambda x0 (legs x0)) (set b r p))),2.1971597234241496,4.169925001442313,NA,4,4,0,0.5870043039321899,"13,14","13,14"
39,4,Adults,Adults,NA,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Do the monsters each have more than one leg?,Do all the monsters have more than one leg?,(all (map (lambda x0 (> (legs x0) 1)) (set b r p))),(all (map (lambda x0 (> (legs x0) n)) (set b r p))),0.8767162889994633,4.754887502163473,NA,5,5,0,0.8724372386932373,"13,14,9","13,14,9"
40,1,Adults,Adults,NA,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,2,NA,5,5,NA,NA,NA,NA
40,2,Adults,Adults,NA,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Do the square headed monsters have two legs?,Do all the square-headed monsters have two legs?,(all (map (lambda x0 (== (legs x0) 2)) (shapeObjects Square))),(all (map (lambda x0 (== (legs x0) n)) (shapeObjects s))),0.9182958340544896,3.584962500721156,NA,5,5,0,0.7504123449325562,2,2
40,3,Adults,Adults,NA,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster look like the blue monster?,NA,NA,NA,NA,2.584962500721156,ambiguous,NA,NA,NA,NA,NA,NA
40,4,Adults,Adults,NA,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have square heads?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,6.1699250014423175,NA,5,5,1,0.7504123449325562,"2,3",3
41,1,Adults,Adults,NA,NA,NA,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Do the monsters legs total eight?,Do all the monsters have eight legs combined together?,(== (++ (map (lambda x0 (legs x0)) (set b r p))) 8),(== (++ (map (lambda x0 (legs x0)) (set b r p))) n),0.5032583347756445,4.754887502163473,NA,6,6,NA,NA,NA,NA
41,2,Adults,Adults,NA,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,Do all monsters have the same face and legs?,Do all the monsters have the same number of legs and the same head shape?,(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),(and (=== (map (lambda x0 (legs x0)) (set b r p))) (=== (map (lambda x0 (shape x0)) (set b r p)))),0.30954342915032534,5.75488750216347,NA,9,6,0,0.8429392576217651,8,8
41,3,Adults,Adults,NA,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Do all the monsters have the same number of legs?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),0.9182958340544896,1.584962500721156,NA,4,4,0,0.9222708344459534,"8,4","8,4"
41,4,Adults,Adults,NA,NA,NA,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Do all monsters have the same head type?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591324,6.754887502163456,NA,4,4,0,0.8814868330955505,"8,4,1","8,4,1"
42,1,Adults,Adults,NA,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the blue and red monster have the same head as the purple?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,2,NA,4,4,NA,NA,NA,NA
42,2,Adults,Adults,NA,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Is the red the same legs and shape as blue or purple?,NA,NA,NA,NA,2.584962500721156,ambiguous,NA,NA,NA,NA,NA,NA
42,3,Adults,Adults,NA,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Is the red head square?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),1,1,NA,2,2,0,0.7256131768226624,2,2
42,4,Adults,Adults,NA,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Do the blue and purple monster have more legs than red?,Do the blue monster and the purple monster both have more legs than the red monster?,(and (> (legs b) (legs r)) (> (legs p) (legs r))),(and (> (legs c) (legs c)) (> (legs c) (legs c))),0.9910760598382222,3.169925001442312,NA,7,3,0,0.6415115594863892,"2,14","2,14"
43,1,Adults,Adults,NA,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,are blue and purple the same shape?,Is the blue monster's head the same shape as the purple monster's head?,(== (shape b) (shape p)),(== (shape c) (shape c)),1,3,NA,3,2,NA,NA,NA,NA
43,2,Adults,Adults,NA,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,What is total number of legs between the blue and purple monster?,How many legs do the blue and purple monsters have combined?,(+ (legs b) (legs p)),(+ (legs c) (legs c)),2.197159723424149,3.169925001442312,NA,3,2,0,0.623811662197113,6,6
43,3,Adults,Adults,NA,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,"Assigning a point value of 1 to circle and 2 to square, while keeping leg points equal to the number of legs, what is the total number for the red monster?",NA,NA,NA,NA,2.584962500721156,not in grammar,NA,NA,NA,NA,NA,NA
43,4,Adults,Adults,NA,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,"Assigning a value of 10 to square and 20 to circle, and keeping the number of legs equal to that many points, what is the total number of points between all three monsters?",NA,NA,NA,NA,5.169925001442311,not in grammar,NA,NA,NA,NA,NA,NA
44,1,Adults,Adults,NA,NA,NA,3,2,3,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,How many monsters have a circle head?,How many monsters have a circle head?,(++ (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.811278124459133,4.584962500721156,NA,5,5,NA,NA,NA,NA
44,2,Adults,Adults,NA,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,How many monsters have a plural amount of legs?,How many monsters have more than one leg?,(++ (map (lambda x0 (> (legs x0) 1)) (set b r p))),(++ (map (lambda x0 (> (legs x0) n)) (set b r p))),1.3921472236645345,6.1699250014423175,NA,5,5,0,0.6686344146728516,12,12
44,3,Adults,Adults,NA,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,How many monsters have a circle head with more than one leg?,How many monsters have more than one leg and a circle head?,(++ (map (lambda x0 (and (> (legs x0) 1) (== (shape x0) Circle))) (set b r p))),(++ (map (lambda x0 (and (> (legs x0) n) (== (shape x0) s))) (set b r p))),1.7345587976584804,5.75488750216347,NA,8,8,0,0.9035296440124512,"12,7","12,7"
44,4,Adults,Adults,NA,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,How many monsters have a square head?,How many monsters have a square head?,(++ (map (lambda x0 (== (shape x0) Square)) (set b r p))),(++ (map (lambda x0 (== (shape x0) s)) (set b r p))),1.5,2,NA,5,5,1,0.8117344379425049,"12,7,4","7,4"
45,1,Adults,Adults,NA,NA,NA,3,2,3,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,how many legs do most of the monsters have?,NA,NA,NA,NA,5.75488750216347,invalid,NA,NA,NA,NA,NA,NA
45,2,Adults,Adults,NA,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,How many legs do most of the monsters have?,NA,NA,NA,NA,5.169925001442311,invalid,NA,NA,NA,NA,NA,NA
45,3,Adults,Adults,NA,NA,NA,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Do most of the monsters in the box have square or round heads?,Are there more monsters with square heads or circle heads?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(> (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) (++ (map (lambda x0 (== (shape x0) s)) (set b r p)))),1,3,NA,11,6,NA,NA,NA,NA
45,4,Adults,Adults,NA,NA,NA,3,2,3,7,p_0_1,b_0_0,r_0_0,-1,-1,-1,-1,-1,1,Do most of the monsters in the box have square or round heads?,Are there more monsters with square heads or circle heads?,(> (++ (map (lambda x0 (== (shape x0) Square)) (set b r p))) (++ (map (lambda x0 (== (shape x0) Circle)) (set b r p)))),(> (++ (map (lambda x0 (== (shape x0) s)) (set b r p))) (++ (map (lambda x0 (== (shape x0) s)) (set b r p)))),1,6.1699250014423175,NA,11,6,1,NA,6,
46,1,Adults,Adults,NA,NA,NA,3,2,3,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,Does the red monster have a square head?,Does the red monster have a square head?,(== (shape r) Square),(== (shape c) s),1,1,NA,2,2,NA,NA,NA,NA
46,2,Adults,Adults,NA,NA,NA,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does any of the monsters have circle heads?,Do any of the monsters have a circle head?,(any (map (lambda x0 (== (shape x0) Circle)) (set b r p))),(any (map (lambda x0 (== (shape x0) s)) (set b r p))),0.8112781244591328,2,NA,5,5,0,0.7238662242889404,14,14
46,3,Adults,Adults,NA,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Do all monsters with 2 legs have a circle heads?,Do all the two-legged monsters have a circle head?,(all (map (lambda x0 (== (shape x0) Circle)) (legsObjects 2))),(all (map (lambda x0 (== (shape x0) s)) (legsObjects n))),0.6500224216483541,3.584962500721156,NA,5,5,0,0.8946260809898376,"14,2","14,2"
46,4,Adults,Adults,NA,NA,NA,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Do all monsters with 3 legs have square heads.,Do all the three-legged monsters have a square head?,(all (map (lambda x0 (== (shape x0) Square)) (legsObjects 3))),(all (map (lambda x0 (== (shape x0) s)) (legsObjects n))),0.9798687566511524,5.169925001442311,NA,5,5,1,0.7841481566429138,"14,2,3","14,2"
47,1,Adults,Adults,NA,NA,NA,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,3.169925001442312,NA,1,1,NA,NA,NA,NA
47,2,Adults,Adults,NA,NA,NA,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Do all of the monsters have square heads?,Do all the monsters have a square head?,(all (map (lambda x0 (== (shape x0) Square)) (set b r p))),(all (map (lambda x0 (== (shape x0) s)) (set b r p))),0.8112781244591328,3.584962500721156,NA,5,5,0,0.5301253795623779,11,11
47,3,Adults,Adults,NA,NA,NA,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have three legs?,Does the red monster have three legs?,(== (legs r) 3),(== (legs c) n),0.9182958340544896,2.584962500721156,NA,2,2,0,0.7969438433647156,"11,3","11,3"
47,4,Adults,Adults,NA,NA,NA,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,How many legs does the purple monster have?,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,1.584962500721156,NA,1,1,1,0.7969438433647156,"11,3,10","3,10"
1005,1,Kids,9- to 10-year-olds,10,128,31.91836734693878,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Are all the heads the same?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,4,4,NA,NA,NA,NA
1005,2,Kids,9- to 10-year-olds,10,128,31.91836734693878,3,2,3,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,Does it have three legs?,Does the purple monster have three legs?,(== (legs p) 3),(== (legs c) n),0.9182958340544896,1.584962500721156,NA,2,2,0,0.5206236839294434,6,6
1005,3,Kids,9- to 10-year-olds,10,128,31.91836734693878,3,2,3,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,NA,NA,NA,NA,NA,4.169925001442313,skipped,NA,NA,NA,NA,NA,NA
1005,4,Kids,9- to 10-year-olds,10,128,31.91836734693878,3,2,3,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Are the heads the same?,NA,NA,NA,NA,5.169925001442311,ambiguous,NA,NA,NA,NA,NA,NA
1006,1,Kids,7- to 8-year-olds,7,85,-11.08163265306122,3,2,6,4,r_cir_0,p_cir_0,b_0_0,2,-1,-1,-1,2,-1,What kind of head is the blue monster?,What shape is the blue monster's head?,(shape b),(shape c),0.9999999999999994,5.75488750216347,NA,1,1,NA,NA,NA,NA
1006,2,Kids,7- to 8-year-olds,7,85,-11.08163265306122,3,2,6,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,How much legs does the purple one have?,How many legs does the purple monster have?,(legs p),(legs c),1.584962500721156,4.754887502163473,NA,1,1,0,0.6117095351219177,4,4
1006,3,Kids,7- to 8-year-olds,7,85,-11.08163265306122,3,2,6,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What kind of head does the red one have?,What shape is the red monster's head?,(shape r),(shape c),1,1,NA,1,1,1,0.5984601974487305,"4,8",8
1006,4,Kids,7- to 8-year-olds,7,85,-11.08163265306122,3,2,6,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,What colors the blue one?,NA,NA,NA,NA,2,invalid,NA,NA,NA,NA,NA,NA
1007,1,Kids,9- to 10-year-olds,9,108,11.91836734693878,3,2,3,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Is the monsters head a square?,NA,NA,NA,NA,2,ambiguous,NA,NA,NA,NA,NA,NA
1007,2,Kids,9- to 10-year-olds,9,108,11.91836734693878,3,2,3,8,p_sq_0,r_sq_0,b_cir_0,1,-1,2,-1,1,-1,Does the monsters have legs?,NA,NA,NA,NA,4.754887502163473,ambiguous,NA,NA,NA,NA,NA,NA
1007,3,Kids,9- to 10-year-olds,9,108,11.91836734693878,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the blue monster have a circle?,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),1.0000000000000009,6.754887502163456,NA,2,2,NA,NA,NA,NA
1007,4,Kids,9- to 10-year-olds,9,108,11.91836734693878,3,2,3,11,r_sq_1,b_sq_0,p_cir_0,1,1,1,-1,2,-1,Does the monsters have two?,NA,NA,NA,NA,3.169925001442312,ambiguous,NA,NA,NA,NA,NA,NA
1008,1,Kids,5- to 6-year-olds,5,66,-30.08163265306122,3,2,4,2,p_sq_2,r_0_3,b_0_2,-1,3,-1,2,1,2,Does the blue monster have a circle head?,Does the blue monster have a circle head?,(== (shape b) Circle),(== (shape c) s),1,2,NA,2,2,NA,NA,NA,NA
1008,2,Kids,5- to 6-year-olds,5,66,-30.08163265306122,3,2,4,9,b_sq_3,r_cir_0,p_0_0,2,-1,1,3,-1,-1,Does the purple monster have one leg?,Does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),0.9182958340544892,4.169925001442313,NA,2,2,0,0.5749004483222961,2,2
1008,3,Kids,5- to 6-year-olds,5,66,-30.08163265306122,3,2,4,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,Does the blue monster have three legs?,Does the blue monster have three legs?,(== (legs b) 3),(== (legs c) n),0.9182958340544892,4.584962500721156,NA,2,2,1,0.6984665393829346,"2,9",2
1008,4,Kids,5- to 6-year-olds,5,66,-30.08163265306122,3,2,4,13,r_0_3,p_sq_0,b_0_0,-1,3,-1,-1,1,-1,Does the purple monster have one leg?,Does the purple monster have one leg?,(== (legs p) 1),(== (legs c) n),0.9182958340544892,5.169925001442311,NA,2,2,1,0.5749004483222961,"2,9,12",2
1017,1,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,Does the red monster have the amount of legs than the purple monster?,Does the red monster have the same number of legs as the purple monster?,(== (legs r) (legs p)),(== (legs c) (legs c)),0.9182958340544896,2.584962500721156,NA,3,2,NA,NA,NA,NA
1017,2,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,3,r_sq_0,p_0_2,b_0_2,1,-1,-1,2,-1,2,Does the blue monster have the same shape head as the purple monster?,Is the blue monster's head the same shape as the purple monster's head?,(== (shape b) (shape p)),(== (shape c) (shape c)),1,3.584962500721156,NA,3,2,0,0.6906187534332275,10,10
1017,3,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,5,p_cir_0,b_0_0,r_0_0,-1,-1,-1,-1,2,-1,Does the red and blue have the same number of legs as the purple?,Do all the monsters have the same number of legs?,(=== (map (lambda x0 (legs x0)) (set b r p))),(=== (map (lambda x0 (legs x0)) (set b r p))),0.5032583347756443,6.754887502163456,NA,4,4,0,0.818156361579895,"10,3","10,3"
1017,4,Kids,9- to 10-year-olds,9,114,17.91836734693878,3,2,3,6,b_0_1,r_0_2,p_0_2,-1,2,-1,1,-1,2,Does the purple and red monster have the same shape head as the blue monster?,Do all the monsters have the same head shape?,(=== (map (lambda x0 (shape x0)) (set b r p))),(=== (map (lambda x0 (shape x0)) (set b r p))),0.8112781244591328,3,NA,4,4,0,0.7799837589263916,"10,3,5","10,3,5"
1019,1,Kids,9- to 10-year-olds,10,122,25.91836734693878,9,2,7,12,r_0_1,p_0_3,b_0_0,-1,1,-1,-1,-1,3,What shape is the purple head?,What shape is the purple monster's head?,(shape p),(shape c),0.9999999999999998,4.584962500721156,NA,1,1,NA,NA,NA,NA
1019,2,Kids,9- to 10-year-olds,10,122,25.91836734693878,9,2,7,10,p_sq_2,b_cir_1,r_0_0,-1,-1,2,1,1,2,What color is the red monster?,NA,NA,NA,NA,2.584962500721156,invalid,NA,NA,NA,NA,NA,NA
1019,3,Kids,9- to 10-year-olds,10,122,25.91836734693878,9,2,7,1,b_sq_3,r_sq_3,p_sq_0,1,3,1,3,1,-1,What color is the head in the middle?,NA,NA,NA,NA,1.584962500721156,invalid,NA,NA,NA,NA,NA,NA
1019,4,Kids,9- to 10-year-olds,10,122,25.91836734693878,9,2,7,14,p_cir_1,b_sq_2,r_0_3,-1,3,1,2,2,1,What shape is the red head?,What shape is the red monster's head?,(shape r),(shape c),1,1,NA,1,1,1,NA,12,
